year	sido	gu	name	addr	x	y
20180401	전남	해남군	화산남초등학교	전라남도 해남군 화산면 사포길 10	126.4845869	34.4517531
20110401	전남	해남군	화원초등학교화원북분교장	전남 해남군 화원면 매월리245	126.3002755	34.7329518
20080401	전남	해남군	황산초등학교한자분교장	전남 해남군 황산면 한자리88	126.4479433	34.5562067
20090401	전남	화순군	능주북초등학교	전남 화순군 능주면 만수리129	126.9528054	35.0127386
20080401	전남	화순군	사평초등학교반곡분교장	전남 화순군 한천면 반곡리305	127.0702259	34.9751739
20100401	전남	화순군	이서초등학교	전라남도 화순군 이서면영평리 282-1	127.0442555	35.1174112
20130401	전남	화순군	이양초등학교금능분교장	전라남도 화순군 이양면 금능리80-2	126.9962768	34.9241209
20080401	전북	고창군	석남초등학교	전북 고창군 상하면 석남리688	126.4611532	35.440376
20210401	전북	군산시	비안도초등학교	전라북도 군산시 옥도면 비안도1길 7	126.4566341	35.7353715
20080401	전북	군산시	상평초등학교	전북 군산시 옥구읍 상평리471	126.7082632	35.929315
20220401	전북	군산시	어청도초등학교	전라북도 군산시 옥도면 어청도길 95-7	125.9791925	36.1206091
20150401	전북	군산시	오식도초등학교	전라북도 군산시 요죽5길 42	126.5615425	35.9673048
20170401	전북	군산시	해성초등학교내초분교장	전라북도 군산시 내초안길 21-12	126.5913758	35.9510951
20080401	전북	무주군	삼방초등학교	전북 무주군 적상면 삼유리572	127.6134733	35.9228346
20100401	전북	부안군	보안초등학교	전라북도 부안군 보안면 하입석리573-2	126.6897373	35.6218059
20220401	전북	부안군	위도초등학교식도분교장	전라북도 부안군 위도면 식도1길 17-2	126.2848626	35.6241919
20220401	전북	부안군	장신초등학교	전라북도 부안군 하서면 석불로 68	126.6267546	35.7173825
20100401	전북	완주군	고산동초등학교	전라북도 완주군 고산면 소향리318-1	127.2570073	35.9885144
20180401	전북	익산시	금성초등학교	전라북도 익산시 성당면 성당로 649	126.9210323	36.1223772
20110401	전북	익산시	성남초등학교	전라북도 익산시 망성면 내촌리92	127.0491816	36.0994361
20090401	전북	익산시	여산남초등학교	전북 익산시 여산면 원수리465-4	127.0953289	36.0408884
20090401	전북	익산시	여산서초등학교	전북 익산시 여산면 두여리1184-2	127.0607966	36.0702098
20220401	전북	임실군	신덕초등학교	전라북도 임실군 신덕면 수지로 56	127.1763008	35.6826283
20190401	전북	정읍시	관청초등학교	전라북도 정읍시 고부면 관청길 88	126.7447625	35.6157571
20120401	전북	정읍시	회룡초등학교	전라북도 정읍시 정우면정우길 149	126.9081923	35.6575603
20090401	전북	진안군	연장초등학교	전북 진안군 진안읍 연장리998번지	127.3768499	35.7706604
20220401	제주	서귀포시	가파초등학교마라분교장	제주특별자치도 서귀포시 대정읍 마라로 58	126.2668551	33.1192926
20090401	제주	서귀포시	서광초등학교동광분교장	제주 서귀포시 안덕면 동광리967	126.3386651	33.3074444
20100401	제주	제주시	노형초등학교해안분교장	제주특별자치도 제주시 해안동1948	126.4541579	33.456787
20170401	제주	제주시	애월초등학교더럭분교장	제주특별자치도 제주시 애월읍 하가로 195	126.3454657	33.4536197
20100401	제주	제주시	외도초등학교도평분교장	제주특별자치도 제주시 도평동866	126.4472439	33.4805613
20100401	제주	제주시	조천초등학교신흥분교장	제주특별자치도 제주시 조천읍 신흥리94	126.6535591	33.5481025
20220401	제주	제주시	한림초등학교비양분교장	제주특별자치도 제주시 한림읍 비양도길 270	126.2313255	33.4073293
20210401	제주	제주시	함덕초등학교선흘분교장	제주특별자치도 제주시 조천읍 선흘동1길 41	126.704579	33.5150582
20080401	충남	공주시	월산초등학교	충남 공주시 정안면 월산리393	127.083418	36.6273919
20170401	충남	공주시	주봉초등학교	충청남도 공주시 이인면 검바위로 540	127.0788635	36.3874933
20120401	충남	공주시	중장초등학교	충청남도 공주시 계룡면 갑사로 307	127.165261	36.3687328
20080401	충남	금산군	금계초등학교	충남 금산군 금성면 하신리240-2	127.4792942	36.1609176
20110401	충남	금산군	복수초등학교용진분교장	충청남도 금산군 복수면 용진길2	127.4316746	36.1720763
20220401	충남	논산시	대명초등학교	충청남도 논산시 상월면 상월로 260	127.1671718	36.2979366
20160401	충남	논산시	동산초등학교	충청남도 논산시 양촌면 황산벌로 436	127.2384469	36.13671
20110401	충남	논산시	성광초등학교	충청남도 논산시 성동면 병촌리351	127.0123094	36.1924845
20120401	충남	논산시	호암초등학교	충청남도 논산시 노성면 호월로113번길 6	127.0873578	36.3046199
20220401	충남	논산시	황화초등학교	충청남도 논산시 연무읍 마봉로 31-4	127.0892473	36.0889657
20130401	충남	당진시	남산초등학교	충청남도 당진시 면천면 자개리622-1	126.6703192	36.7940983
20140401	충남	당진시	도성초등학교	충청남도 당진시 대호지면 대호로 470	126.5134661	36.9328615
20090401	충남	당진시	삼봉초등학교난지분교	충남 당진군 석문면 난지도리138-1	126.4334908	37.0483045
20180401	충남	보령시	청룡초등학교고대분교장	충청남도 보령시 대해로 646	126.5383728	36.3196206
20100401	충남	부여군	남산초등학교	충청남도 부여군 장암면 장하리691-1	126.9461509	36.2305578
20180401	충남	부여군	인세초등학교	충청남도 부여군 세도면 인세로 40-3	126.9726951	36.1670413
20090401	충남	부여군	장수초등학교	충남 부여군 홍산면 조현리379-1	126.7861763	36.2259312
20080401	충남	부여군	칠산초등학교	충남 부여군 임천면 칠산리219-1	126.9147393	36.1576345
20080401	충남	서산시	고성초등학교	충남 서산시 팔봉면 진장리806-5	126.3560554	36.775358
20160401	충남	서산시	대산초등학교웅도분교장	충청남도 서산시 대산읍 웅도1길 82	126.3837	36.920076
20120401	충남	서산시	반양초등학교	충청남도 서산시 해미면 반양리395	126.5409685	36.7210236
20090401	충남	서산시	인지초등학교인정분교장	충남 서산시 인지면 모월리311-2	126.4222682	36.7233236
20150401	충남	서천군	송림초등학교유부도분교장	충청남도 서천군 장항읍 유부도길 43	126.6007872	35.9948063
20120401	충남	청양군	대치초등학교	충청남도 청양군 대치면 청산로690-13	126.8533399	36.4673118
20080401	충남	태안군	송암초등학교장	충남 태안군 태안읍 송암리765-1	126.3004187	36.7353566
20210401	충남	태안군	원북초등학교방갈분교장	충청남도 태안군 원북면 옥파로 815-2	126.2123986	36.8737704
20130401	충남	태안군	파도초등학교	충청남도 태안군 소원면 파도리198	126.1412359	36.7344434
20140401	충남	홍성군	광남초등학교	충청남도 홍성군 광천읍 광천로 169	126.6174427	36.4921944
20130401	충남	홍성군	광동초등학교	충청남도 홍성군 광천읍 홍남로 705번길 16	126.6291878	36.506457
20150401	충남	홍성군	광성초등학교	충청남도 홍성군 갈산면 갈산서길475번길 14	126.5299299	36.6391791
20140401	충남	홍성군	대평초등학교	충청남도 홍성군 광천읍 홍남동로 161	126.661863	36.516642
20190401	충남	홍성군	덕명초등학교	충청남도 홍성군 광천읍 광천로 348	126.6246697	36.5054497
20100401	충남	홍성군	용호초등학교	충청남도 홍성군 결성면 용호리2-3	126.5586817	36.5787457
20170401	충남	홍성군	장곡초등학교반계분교장	충청남도 홍성군 장곡면 무한로 1115	126.7523702	36.5062133
20150401	충남	홍성군	장곡초등학교오서분교장	충청남도 홍성군 장곡면 장곡길434번길 19	126.6777134	36.486264
20110401	충북	괴산군	문광초등학교덕평분교장	충청북도 괴산군 청천면 송문로덕평2길42	127.7966388	36.7304843
20090401	충북	괴산군	보광초등학교화곡분교	충북 괴산군 사리면 이곡리452	127.712172	36.7998662
20130401	충북	괴산군	보광초등학교화곡분교장	충청북도 괴산군 사리면 모래재로941	127.7129003	36.8004935
20170401	충북	괴산군	추산초등학교	충청북도 괴산군 불정면 동추산길 1	127.8177012	36.9027655
20090401	충북	괴산군	칠성초등학교외사분교	충북 괴산군 칠성면 외사리152	127.8399199	36.7697868
20190401	충북	단양군	단천초등학교가산분교장	충청북도 단양군 단성면 선암계곡로 1092	128.3056877	36.893851
20180401	충북	단양군	대강초등학교장정분교장	충청북도 단양군 대강면 온천로 719-7	128.395263	36.846632
20210401	충북	단양군	별방초등학교	충청북도 단양군 영춘면 별방창원로 449	128.4158125	37.0963571
20090401	충북	단양군	영춘초등학교의풍분교	충북 단양군 영춘면 의풍리663번지	128.6160476	37.0639694
20080401	충북	단양군	영춘초등학교의풍분교장	충북 단양군 영춘면 의풍리663	128.6160476	37.0639694
20210401	충북	보은군	송죽초등학교	충청북도 보은군 삼승면 남부로 3927	127.7348414	36.4379566
20180401	충북	보은군	수정초등학교삼가분교장	충청북도 보은군 속리산면 삼가구병길 9	127.860038	36.490951
20180401	충북	영동군	미봉초등학교	충청북도 영동군 양강면 학산영동로 495	127.727227	36.12796
20140401	충북	옥천군	대성초등학교	충청북도 옥천군 이원면 이원로 443	127.6302837	36.2129098
20120401	충북	옥천군	이원초등학교지탄분교장	충청북도 옥천군 이원면 지탄1길76	127.6817088	36.2437197
20090401	충북	옥천군	청성초등학교능월분교장	충북 옥천군 청성면 도장리496번지	127.7335783	36.3735327
20090401	충북	음성군	남신초등학교덕생분교	충북 음성군 음성읍 삼생리94	127.623313	36.9141514
20120401	충북	음성군	남신초등학교덕생분교장	충청북도 음성군 음성읍 삼생리94	127.623313	36.9141514
20190401	충북	음성군	대장초등학교	충청북도 음성군 소이면 장금로 79	127.7519721	36.9237316
20210401	충북	제천시	입석초등학교	충청북도 제천시 송학면 입석로3길 17	128.2933088	37.1997477
20140401	충북	청주시	강외초등학교	충북 청원군 강외면 오송2길 26	127.3255875	36.6131071
20110401	충북	청주시	남일초등학교두산분교장	충청북도 청원군 남일면 두산리106-1	127.5398626	36.5574828
20080401	충북	청주시	오창초등학교가좌분교장	충북 청원군 오창읍 가좌리129	127.366652	36.7358814
20080401	충북	청주시	오창초등학교유리분교장	충북 청원군 오창읍 유리394	127.4760457	36.7544474
20190401	충북	청주시	옥산초등학교소로분교장	충청북도 청주시 흥덕구 옥산면 소로1길 65	127.4040744	36.6884672
20150401	충북	충주시	가금초등학교	충청북도 충주시 중앙탑면 첨단산업로 670	127.8555043	37.0273196
20190401	충북	충주시	강천초등학교	충청북도 충주시 앙성면 학교말2길 50	127.7519787	37.1629594
20210401	충북	충주시	동락초등학교	충청북도 충주시 신니면 신덕로 301	127.686138	37.00345
20200401	충북	충주시	야동초등학교	충청북도 충주시 소태면 구룡로 769	127.8776945	37.1004113
20090401	충북	충주시	엄정초등학교목계분교장	충북 충주시 엄정면 목계리111	127.8903377	37.0813094
20100401	강원	정선군	화동초등학교북동분교장	강원도 정선군 화암면 북동리183-1	128.7929607	37.3800533
20090401	강원	춘천시	가정초등학교	강원 춘천시 남면 가정리838번지	127.5775786	37.7367942
20090401	강원	홍천군	내촌초등학교와야분교장	강원 홍천군 내촌면 와야리881	128.1301513	37.8049814
20190401	강원	홍천군	노천초등학교	강원도 홍천군 동면 공작산로 1220	128.0145426	37.6682173
20170401	강원	홍천군	속초초등학교노천분교장	강원도 홍천군 동면 공작산로 1220	128.0145426	37.6682173
20210401	강원	홍천군	내촌초등학교동창분교장	강원도 홍천군 내촌면 동창로 143	128.144273	37.7857607
20190401	강원	홍천군	동창초등학교	강원도 홍천군 내촌면 동창로 143	128.144273	37.7857607
20080401	강원	횡성군	당평초등학교	강원 횡성군 갑천면 추동리70번지	128.0393673	37.5665398
20080401	강원	횡성군	둔내초등학교영호분교장	강원 횡성군 둔내면 영랑리375	128.189708	37.46611
20130401	경기	양평군	서종초등학교정배분교장	경기도 양평군 서종면 정배리328	127.4237579	37.6028498
20090401	경기	양평군	양동초등학교단석분교장	경기 양평군 양동면 쌍학리358번지	127.7482046	37.4078
20090401	경기	여주시	점동초등학교안평분교장	경기 여주군 점동면 장안리480-3번지	127.7108086	37.2029801
20080401	경기	연천군	연천초등학교고문분교	경기 연천군 연천읍 고문리259	127.1131564	38.0652676
20190401	경기	오산시	매홀초등학교삼미분교장	경기도 오산시 외삼미로 60-11	127.060272	37.191323
20120401	경기	화성시	동탄초등학교신리분교장	경기도 화성시 동탄면 신리317-1	127.1403798	37.1807408
20110401	경남	밀양시	하남대사초등학교	경상남도 밀양시 하남읍 대사리247	128.733784	35.393913
20130401	경남	사천시	삼천포초등학교신도분교장	경상남도 사천시 늑도동37-21	128.039877	34.921885
20120401	경남	창원시	웅천초등학교수도분교장	경상남도 창원시 진해구 수도동40-1	128.7472346	35.085001
20080401	경남	통영시	사량초등학교수우도분교장	경남 통영시 사량면 돈지리324-1번지	128.182988	34.855439
20180401	경남	하동군	고남초등학교	경상남도 하동군 고전면 소량산길 7	127.7981177	35.0008969
20210401	경남	하동군	고전초등학교고남분교장	경상남도 하동군 고전면 소량산길 7	127.7981177	35.0008969
20090401	경북	경산시	금곡초등학교	경북 경산시 남천면 금곡리376번지	128.7418849	35.7599068
20100401	경북	경산시	남산초등학교삼성분교장	경북 경산시 남산면 하대리371번지	128.8044591	35.7956492
20100401	경북	경주시	경주초등학교화천분교장	경북 경주시 건천읍 화천리1330번지	129.137836	35.79689
20100401	경북	경주시	대본초등학교	경상북도 경주시 감포읍 대본리669-2번지	129.4841006	35.7448368
20100401	경북	경주시	의곡초등학교우라분교장	경상북도 경주시 산내면 우라리988	129.0129981	35.8119367
20090401	경북	경주시	전촌초등학교	경북 경주시 감포읍 전촌리638번지	129.4909707	35.7904286
20090401	경북	고령군	다산초등학교노곡분교장	경북 고령군 다산면 노곡리710번지	128.4132783	35.8417449
20100401	경북	구미시	산동초등학교송백분교장	경북 구미시 산동면 송산리242번지	128.4785378	36.2151676
20130401	경북	김천시	곡송초등학교	경상북도 김천시 감문면 태촌리115	128.2297775	36.1983172
20090401	경북	영양군	수비초등학교신암분교장	경북 영양군 수비면 신암리167번지	129.1845109	36.8558676
20080401	경북	영주시	순흥초등학교배점분교장	경북 영주시 순흥면 배점리182	128.5551617	36.9322599
20200401	경북	영천시	영화초등학교화덕분교장	경상북도 영천시 화산면 덕암길 104	128.832825	36.0327583
20150401	경북	영천시	화덕초등학교	경상북도 영천시 화산면 덕암길 104	128.832825	36.0327583
20090401	경북	영천시	임고초등학교수성분교장	경북 영천시 임고면 수성리901번지	129.110063	36.056938
20080401	경북	예천군	은풍초등학교은계분교장	경북 예천군 상리면 석묘리389번지	128.4560739	36.790938
20160401	경북	의성군	쌍호초등학교	경상북도 의성군 안사면 안사풍천길 986	128.423162	36.497526
20190401	경북	의성군	이두초등학교쌍호분교장	경상북도 의성군 안사면 안사풍천길 986	128.423162	36.497526
20130401	경북	의성군	춘산초등학교효선분교장	경북 의성군 춘산면 사미리331번지	128.7580358	36.2500759
20180401	경북	청도군	금천초등학교문명분교장	경상북도 청도군 운문면 운문로 1558	128.9615226	35.6848755
20130401	경북	포항시	동해초등학교흥환분교장	경상북도 포항시 남구 동해면 흥환리359	129.502893	36.023425
20090401	경북	포항시	장기초등학교봉산분교장	경북 포항시 남구 장기면 창지리84번지	129.4822878	35.9300196
20110401	부산	강서구	천가초등학교천성분교장	부산광역시 강서구 성북동   812-1천가초등학교천성분교장	128.8297753	35.0558467
20180401	부산	동구	좌천초등학교	부산광역시 동구 증산서로 8	129.048623	35.135587
20080401	부산	동구	중앙초등학교	부산 동구 수정1동365	129.0421848	35.1239006
20180401	울산	북구	연암초등학교효문분교	울산광역시 북구 송도길 84	129.3683878	35.567069
20200401	울산	북구	연암초등학교효문분교장	울산광역시 북구 송도길 84	129.3683878	35.567069
20170401	울산	울주군	검단초등학교	울산광역시 울주군 웅촌면 은현작동로 58	129.1777125	35.4578263
20130401	울산	울주군	길천초등학교이천분교	울산광역시 울주군 상북면 이천리377	129.0133694	35.5420523
20100401	울산	울주군	길천초등학교이천분교장	울산광역시 울주군 상북면 이천리377	129.0133694	35.5420523
20200401	울산	울주군	웅촌초등학교검단분교장	울산광역시 울주군 웅촌면 은현작동로 58	129.1777125	35.4578263
20110401	울산	울주군	청량초등학교문수분교	울산 울주군 청량면 율리390번지	129.2401579	35.5191755
20100401	울산	울주군	청량초등학교문수분교장	울산 울주군 청량면 율리390번지	129.2401579	35.5191755
20220401	인천	강화군	교동초등학교지석분교장	인천광역시 강화군 교동면 교동북로 275-1	126.2567474	37.8008716
20170401	인천	강화군	지석초등학교	인천광역시 강화군 교동면 교동북로 275-1	126.2567474	37.8008716
20090401	인천	계양구	인천계양초등학교상야분교	인천 계양구 상야동130번지	126.7800187	37.5791168
20080401	인천	옹진군	인천공항초등학교신도분교	인천 옹진군 북도면 신도리478번지	126.4433919	37.5200672
20080401	인천	중구	인천영종초등학교금산분교	인천 중구 운북동산141번지	126.52171	37.51321
20080401	인천	중구	인천용유초등학교무의분교	인천 중구 무의동산206-1	126.4109269	37.3816483
20090401	전남	고흥군	금산남초등학교	전남 고흥군 금산면 오천리486	127.2065603	34.4342702
20100401	전남	고흥군	송산초등학교	전라남도 고흥군 포두면송산리 378	127.360882	34.602742
20080401	전남	고흥군	풍양초등학교고옥분교장	전남 고흥군 풍양면 고옥리275	127.2116296	34.5714139
20090401	전남	나주시	금천동초등학교	전남 나주시 금천면 석전리129-3	126.7765166	35.0340245
20110401	전남	나주시	동강초등학교곡강분교장	전남 나주시 동강면 양지리441	126.553621	34.9689168
20090401	전남	무안군	해제동초등학교	전남 무안군 해제면 유월리563	126.3184758	35.11269
20080401	전남	보성군	예당초등학교득량분교장	전남 보성군 득량면 송곡리790-1	127.1606914	34.7763712
20220401	전남	여수시	거문초등학교손죽분교장	전라남도 여수시 삼산면 손죽새터길 6-7	127.3587796	34.2853268
20140401	전남	여수시	초도초등학교손죽분교장	전라남도 여수시 삼산면 손죽새터길 6-7	127.3587796	34.2853268
20100401	전남	여수시	묘도초등학교	전라남도 여수시 묘도동910	127.7094891	34.8752556
20120401	전남	여수시	안일초등학교여산분교장	전라남도 여수시 화정면 낭도리1058	127.5409513	34.6091397
20090401	전남	여수시	연도초등학교역포분교장	전남 여수시 남면 연도리1238	127.8008	34.432663
20120401	전남	여수시	중흥초등학교	전라남도 여수시 중흥동592	127.687477	34.828363
20110401	전남	여수시	중흥초등학교묘도분교장	전남 여수시 묘도동911	127.70957	34.875251
20130401	전남	영암군	시종초등학교종남분교장	전라남도 영암군 시종면금지리 1086	126.6095553	34.8985781
20110401	전남	완도군	군외초등학교백일분교장	전라남도 완도군 군외면 당인리106-24	126.588876	34.294835
20190401	전남	완도군	보길동초등학교예작분교장	전라남도 완도군 보길면 예작도길 1-13	126.5685225	34.135331
20090401	전남	완도군	청산초등학교청산동분교장	전남 완도군 청산면 부흥리591	126.886135	34.1776971
20080401	전남	장흥군	관산초등학교영성분교장	전남 장흥군 관산읍 죽청리421	126.966704	34.5807649
20080401	전남	진도군	고성초등학교오룡분교장	전남 진도군 고군면 오류리870	126.3323348	34.5316698
20090401	전남	진도군	광석초등학교	전남 진도군 임회면 삼막리250	126.2311058	34.4271503
20130401	전남	진도군	의동초등학교모도분교장	전라남도 진도군 의신면모도리 125-1	126.3553586	34.4075404
20080401	전남	진도군	의신초등학교유정분교장	전남 진도군 의신면 연주리451	126.3175875	34.4338467
20080401	전남	진도군	조도초등학교상도분교장	전남 진도군 조도면 맹성리963	126.0329312	34.3349539
20110401	전남	해남군	군곡초등학교	전라남도 해남군 송지면군곡리 441	126.5344681	34.4063991
20080401	전남	해남군	황산초등학교원호분교장	전남 해남군 황산면 원호리902	126.4977943	34.5901028
20100401	전북	장수군	원촌초등학교	전라북도 장수군 계북면 원촌리1252번지	127.6304137	35.8101546
20080401	충남	부여군	남성초등학교	충남 부여군 남면 회동리642	126.8053789	36.21151
20090401	충남	서산시	부성초등학교중왕분교장	충남 서산시 지곡면 중왕리244-1	126.3870349	36.8739018
20100401	충남	청양군	수정초등학교칠갑분교장	충청남도 청양군 대치면 장곡리153	126.8462492	36.4059564
20130401	충남	홍성군	광신초등학교	충청남도 홍성군 광천읍 광천리9	126.634215	36.508457
20120401	강원	양구군	임당초등학교팔랑분교장	강원도 양구군 동면 팔랑1리1289-3	128.058834	38.211879
20130401	강원	정선군	사음초등학교	강원도 정선군 사북읍 사북1리270번지	128.834767	37.228576
20130401	강원	홍천군	화계초등학교성동분교장	강원 홍천군 북방면 성동리9-4	127.877896	37.7433
20110401	강원	횡성군	강림초등학교부곡분교장	강원도 횡성군 강림면 부곡2리617 번지	128.086561	37.331266
20080401	강원	횡성군	공근초등학교광덕분교	강원 횡성군 공근면 신촌리155	127.92659	37.528709
20220401	경기	광명시	도덕초등학교	경기도 광명시 가마산로 28	126.870172	37.484154
20130401	경기	용인시	원삼초등학교두창분교장	경기도 용인시 처인구 원삼면 두창리복분로 29	127.343169	37.158
20120401	경남	통영시	원량초등학교노대분교장	경상남도 통영시 욕지면 노대리 상리길 35-4666-3	128.245404	34.671281
20120401	경남	통영시	한산초등학교비진분교장	경상남도 통영시 한산면 비진리내항길 42	128.463291	34.730652
20120401	경남	통영시	한산초등학교용호분교장	경상남도 통영시 한산면 용호리호두1길 351	128.494346	34.7499
20090401	경북	경산시	신상초등학교	경북 경산시 진량읍 신상3리343-1	128.821257	35.874664
20130401	경북	고령군	백산초등학교	경상북도 고령군 쌍림면 백산리3184	128.208668	35.675999
20080401	경북	군위군	고로초등학교	경북 군위군 고로면 학성1리149-3	128.801943	36.12995
20170401	경북	봉화군	물야초등학교북지분교장	경상북도 봉화군 물야면 문수로 483	128.739542	36.934063
20090401	경북	포항시	구룡포동부초등학교	경북 포항시 남구 구룡포읍 구룡포6리381-1	129.561191	35.991626
20170401	부산	강서구	삼광초등학교	부산광역시 강서구 제도로 434	128.917311	35.151769
20150401	부산	강서구	세산초등학교	부산광역시 강서구 세산길 89	128.837252	35.150982
20110401	부산	강서구	세산초등학교녹산분교장	부산광역시 강서구 구랑동세산초등학교녹산분교장	128.857776	35.124486
20220401	서울	강남구	서울개포초등학교	서울특별시 강남구 영동대로3길 45	127.070821	37.486642
20090401	인천	강화군	서도초등학교볼음분교	인천 강화군 서도면 불음도리696-1	126.189608	37.67121
20110401	전남	신안군	압해초등학교매화분교장	전라남도 신안군 압해면 매화리653	126.241352	34.919174
20100401	전남	신안군	압해초등학교쌍룡분교장	전라남도 신안군 압해면 복용리420	126.327252	34.900898
20220401	전남	신안군	흑산초등학교하태분교장	전라남도 신안군 흑산면 장굴길 43-2	125.298675	34.389997
20110401	전남	여수시	돌산초등학교송도분교장	전라남도 여수시 돌산읍 군내리송도 1434번지	127.707831	34.607453
20080401	전남	영광군	법성포초등학교송이분교장	전남 영광군 낙월면 송이도산270	126.149936	35.276116
20090401	전남	진도군	관매초등학교	전남 진도군 조도면 관매리459-1	126.053118	34.240024
20110401	전남	진도군	조도초등학교동거차분교장	전라남도 진도군 조도면 동거차도30-6	125.939086	34.238285
20120401	전북	군산시	선연초등학교	전라북도 군산시 옥서면 신오산길188	126.636644	35.90246
20090401	전북	장수군	번암초등학교동화분교	전북 장수군 번암면 동화리	127.557225	35.567632
20100401	전북	정읍시	용곽초등학교	전라북도 정읍시 감곡면 용곽리 256	126.888598	35.729654
20090401	제주	제주시	연평초등학교	제주 제주시 우도면서광리 1442번지	126.954921	33.50528
20080401	충남	공주시	당암초등학교	충남 공주시 장기면 당암리126-2	127.255114	36.490177
20120401	충남	공주시	의랑초등학교	충청남도 공주시 의당면 태산길50-1	127.191005	36.550035
20120401	충남	공주시	장기초등학교	충청남도 공주시 장기면 장척로398-9	127.206107	36.496203
20130401	충북	진천군	진천삼수초등학교매산분교장	충청북도 진천군 덕산면 산수리산삼로 46	127.480764	36.885739
20120401	충북	청주시	외천초등학교	충청북도 청원군 부용면 외천리294	127.432271	36.540951
20130401	충북	충주시	노은초등학교수상분교장	충청북도 충주시 노은면 안락리 감노로 1055	127.71541	37.050963
